Peace_Treaty_Accords,Technological_Advancements,Ammonia_Concentration,Precious_Metal_Trade_Tons,Food_Production_Tons,Trade_Agreements_Signed,Last_Contact_Days,Discovery_Date,Mineral_Extraction_Tons,Galactic_Visits,Sulfur_Concentration,Exploration_Missions,Biological_Research_Units,Offspring_Colonies,Cultural_Exchange_Programs,Military_Engagements,Inhabitants_Disputes,Resource_Mining_Operations,Resource_Allocation_Credits,Young_Colonies,HeavyMetals_Concentration,Terraforming_Initiatives,Liquid_Energy_Consumption_Terawatts,Alien_Population_Count,CO2_Concentration,Hydrogen_Concentration,Colonization_Year,Species_Expansion_Response,Alien_Civilization_Level,Interplanetary_Communications,Dominant_Species_Social_Structure_Absurd,Dominant_Species_Social_Structure_Alone,Dominant_Species_Social_Structure_Divorced,Dominant_Species_Social_Structure_Married,Dominant_Species_Social_Structure_Single,Dominant_Species_Social_Structure_Together,Dominant_Species_Social_Structure_Widow,Dominant_Species_Social_Structure_YOLO
0.0,0.0,1.0,10.0,25.0,1.0,90.0,0.745266789678141,53.0,3.0,4.0,1.0,16.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,3.0,0.0,162.0,42274.2,8.0,54.33,3074.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,25.0,24.0,1.0,13.0,0.9734429628256999,11.0,6.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,4.0,5.200000000000003,0.0,5.0,0.0,4.0,23538.999999999996,6.0,23.910000000000004,3111.8,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,1.0,0.9999999999999964,0.0,20.0,1.0182632825511133,1.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4861.0,2.0,28.26,3095.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,7.0,0.0,2.6,82.0,-0.6441631218096733,15.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.9999999999999964,0.0,1.0,0.0,23.0,36038.0,3.0,79.68,3111.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,15.0,0.0,2.0,47.6,-0.5789699294817993,5.0,4.0,5.0,1.0,3.6000000000000014,1.0,0.0,0.0,0.0,2.0000000000000004,0.0,0.39999999999999997,4.0,0.0,33.0,37186.4,8.0,82.29,3093.0,0.39999999999999997,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,47.0,3.0,3.0,69.0,-1.393884833580224,2.0,8.0,1.0,1.0,20.0,1.0,0.0,0.0,0.0,2.0000000000000004,30.0,0.0,3.0,0.0,1.0,16005.0,9.0,49.89,3110.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,88.0,8.0,5.0,72.0,-0.5993428020842598,167.0,6.0,1.0,4.0,11.0,0.0,0.0,0.0,0.0,11.0,8.0,1.0,5.0,0.0,383.0,56242.0,4.0,59.28,3099.0,0.0,4.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.6,5.0,0.0,1.0,40.0,1.6742697803503452,6.0,2.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,0.0,18.0,34858.2,6.0,53.51,3105.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,21.0,21.0,3.0,42.199999999999996,-1.1738578094736494,118.0,6.0,3.0,3.0,13.0,0.0,0.0,1.0,0.0,5.0,10.0,1.0,3.0,0.2,918.0,63342.0,3.0,59.88,3091.0,1.0,4.0,7.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,106.0,0.0,5.0,26.0,-1.5324203672769563,106.0,6.0,2.0,1.0,49.0,0.0,0.0,0.0,0.0,5.0,10.0,1.0,4.0,0.0,98.0,44989.0,2.0,75.44,3104.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,82.0,5.9999999999999964,3.6,46.0,-0.3141225856498112,97.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0000000000000036,0.0,3.2,0.0,191.0,49494.0,6.0,74.794,3102.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.6,92.0,92.0,1.0,92.0,0.7004464699527276,736.0,1.0,3.0,5.0,39.0,0.0,0.0,0.0,0.0,8.4,0.0,0.2,3.0,0.0,674.0,65329.0,8.0,42.64,3088.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,41.0,6.0,2.0,84.0,0.7208193425551882,82.0,5.0,1.6,1.0,11.400000000000002,0.0,0.0,0.2,0.0,6.0,4.0,1.0,2.8,0.0,116.00000000000003,38946.0,10.0,56.82,3085.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,3.0,2.0,1.8000000000000043,1.0,88.0,-0.20003449907603174,11.0,6.0,0.0,0.5999999999999996,5.9999999999999964,0.0,0.0,0.0,0.0,3.0,1.9999999999999964,0.6,2.0,0.0,4.0,14661.0,7.0,25.96,3086.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,2.0,6.0,3.0,2.0,67.0,0.6719244483092828,19.0,8.0,2.2,0.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,18.0,28427.0,8.0,29.730000000000004,3113.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,18.0,0.0,1.0,15.0,0.18705008037072002,8.0,6.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,32.0,18929.0,4.0,9.189999999999998,3105.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,84.6,105.0,1.0,73.0,-0.4078377996211301,200.8,2.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,42.0,0.0,2.8,1.0,1200.0,79994.6,1.0,38.42,3077.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,1.0,80.0,0.38670423187483405,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,30.400000000000034,21839.999999999996,6.4,2.3999999999999986,3113.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,2.0,13.999999999999996,2.0,1.0,92.0,0.8878768978953653,18.0,4.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,8.0,0.0,3.0,0.0,6.0,39771.0,6.0,5.130000000000003,3107.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,1.0,63.0,0.6352532776248536,4.0,8.0,1.0,0.0,0.6000000000000014,1.0,0.0,0.0,0.0,2.0000000000000004,0.0,0.0,4.0,0.0,5.0,20427.0,3.0,59.72,3103.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,4.0,0.0,2.0,3.0,84.0,0.392408636203523,14.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,27.0,23625.999999999996,7.0,89.22,3100.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,92.0,23.0,5.0,38.0,-1.1086646171457752,207.0,6.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,12.0,11.0,1.0,3.0,0.0,897.0,63887.0,7.0,16.309999999999995,3092.0,0.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2,0.0,171.0,5.0,2.0,30.0,2.0532052107561127,82.0,5.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,5.8,17.0,1.0,4.0,0.0,479.0,56628.0,6.2,83.56,3107.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.3785550828338498,3.0,6.2,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.2,0.0,1.0,2.0,0.0,5.0,30523.0,6.0,119.74,3088.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,38.0,99.0,1.0,12.0,0.847131152690444,278.0,1.0,3.0,10.0,185.0,0.0,0.0,0.0,0.0,5.0,120.99999999999999,1.0,2.0,0.0,71.0,73220.4,8.0,42.18000000000001,3084.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,10.0,2.0,1.4,66.0,0.7004464699527276,30.0,5.0,4.0,1.0,7.0,1.0,0.0,0.0,0.0,6.0,7.0,0.0,2.0,0.0,211.0,53187.0,10.0,26.36,3100.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,19.0,19.0,3.0,55.0,0.4176709982305742,133.0,6.0,1.0,3.0,56.8,0.0,0.0,0.5999999999999999,0.0,13.0,0.0,1.0,3.0,0.0,790.0,65106.0,4.0,32.98,3105.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,27.4,3.0,3.0,87.0,-0.966054508928551,52.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.8,0.0,91.0,43300.0,8.0,103.51,3101.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,3.0,0.1999999999999993,3.0,6.0,-0.4445089703055592,69.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,17.600000000000023,38175.0,6.0,25.130000000000003,3114.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.19999999999999998,0.0,1.0,106.0,8.0,2.0,53.6,1.7802087178831403,124.0,6.0,0.0,6.0,13.599999999999994,0.4,0.0,0.0,0.0,3.0,4.0,1.0,4.0,0.0,293.0,55593.0,5.0,13.100000000000001,3103.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,3.0,23.0,2.0,3.0,50.0,-0.26522769140390573,51.0,6.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,4.0,1.9999999999999964,1.0,1.0,0.0,57.0,43641.0,4.6,80.23,3099.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,4.0,0.0,4.0,52.0,-0.3874649270186694,13.0,8.0,4.0,0.5999999999999996,4.0,1.0,0.0,0.0,0.0,3.0,1.9999999999999964,1.0,1.0,0.0,12.0,8820.0,6.0,12.89,3082.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,50.0,15.0,8.0,30.0,-0.2627829466916105,196.0,8.0,0.0,1.0,15.0,0.6,0.0,0.0,0.0,7.0,11.0,1.0,3.6,0.0,160.0,53034.0,8.0,13.719999999999999,3104.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,16.0,3.9999999999999964,3.0,48.0,1.8779985063749514,32.0,4.0,2.0,1.0,6.600000000000005,1.0,0.0,0.0,0.0,4.0,1.9999999999999964,1.0,2.0,0.0,67.0,56551.0,10.0,40.52799999999999,3080.0,0.0,4.0,2.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,153.0,35.0,2.0,9.0,-0.8275189752318188,422.0,4.0,5.0,6.0,33.0,0.0,0.0,0.0,0.0,7.0,12.000000000000002,1.0,3.0,0.0,460.0,65148.0,9.0,101.0,3088.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.19999999999999996,60.0,0.0,3.0,27.0,0.13815518612481453,21.0,6.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,6.2,0.0,1.0,4.0,0.0,527.0,57288.0,5.0,70.65,3093.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,3.9999999999999964,1.0,13.0,-0.6156411001662284,14.0,6.800000000000001,1.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,10.0,30279.0,4.0,85.82,3119.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,48.0,64.0,1.0,6.0,-0.966054508928551,350.0,3.8,1.0,3.0,84.0,0.0,0.0,0.0,0.0,8.0,52.0,0.39999999999999997,5.0,0.0,561.0,68462.0,10.0,108.47,3099.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.19999999999999998,1.0,1.0,72.0,48.0,1.4,73.0,-0.6726851434531181,602.0,2.0,0.0,10.0,63.0,0.0,0.0,1.0,0.0,4.0,72.0,0.19999999999999996,2.0,1.0,167.0,84953.0,2.0,80.36,3083.0,1.0,3.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,2.0,112.0,29.0,1.0,58.0,0.2563178472190861,421.5999999999999,4.0,5.0,3.8,0.0,0.0,0.0,0.0,0.0,11.0,33.0,0.0,5.0,0.2,176.0,63998.0,8.0,90.22,3082.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,9.0,2.0,3.0,39.0,-0.020753220174378306,28.0,8.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,9.800000000000004,0.0,3.0,0.0,21.0,14849.0,1.0,46.184000000000005,3106.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,69.0,31.0,2.0,93.0,0.26446699626007036,127.0,3.0,3.0,2.8,8.0,0.0,0.0,0.0,0.0,7.0,17.0,1.0,2.4,0.0,162.0,67472.0,8.0,69.65,3077.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.6,18.0,16.0,3.0,76.0,0.2563178472190861,37.0,3.0,0.7999999999999998,1.0,7.0,1.0,0.0,0.0,0.0,5.0,9.0,1.0,1.0,0.0,111.00000000000003,54690.0,10.0,119.47,3101.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,2.0,4.0,0.0,1.0,90.0,1.177171688850306,3.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0000000000000004,0.0,0.0,3.0,0.0,9.0,33181.0,2.0,97.72,3106.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,18.0,55.0,1.0,66.0,-1.3123933431703816,445.0,1.0,2.0,4.0,168.0,0.0,0.0,0.0,0.0,12.0,18.0,0.0,5.0,1.0,1206.0,82576.0,6.8,86.08,3089.0,0.39999999999999997,2.0,5.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,4.0,5.0,3.0,4.0,91.0,1.1282767946044006,25.19999999999999,8.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,4.0,4.0,0.39999999999999997,4.0,0.0,53.0,23227.999999999996,5.2,111.13,3114.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,3.0,6.0,1.0,58.0,-0.8560409968752637,9.400000000000006,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,3.0,0.0,3.0,34079.0,5.4,1.7899999999999991,3102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,34.0,27.0,4.0,30.0,-2.1639794179532355,71.0,9.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,5.6,3.0,1.0,3.0,0.0,229.0,40780.0,2.0,5.149999999999999,3106.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,32.0,10.0,1.0,37.0,1.3768258403544202,345.0,0.0,3.0,8.0,84.0,0.0,0.0,0.0,0.0,7.0,54.0,0.0,4.0,0.0,605.0,76842.0,10.0,57.922000000000004,3080.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,2.0,30.0,0.0,3.0,10.0,0.9652938137847157,22.0,7.0,1.0,1.0,13.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,116.99999999999997,51287.0,1.0,69.0,3097.8,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,16.0,10.000000000000004,1.2,19.0,0.024067099551035056,28.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,2.0,30093.0,9.0,75.03,3120.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,13.999999999999996,0.9999999999999964,2.0,79.0,0.011843375989558685,54.0,6.2,0.0,1.0,13.0,0.0,0.0,0.0,0.0,5.0,9.0,1.0,2.0,0.0,104.0,49980.0,8.0,2.6400000000000006,3093.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,2.0,36.0,0.0,4.0,51.6,-2.0376676078179794,27.0,8.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0000000000000004,0.0,1.0,5.0,0.0,57.0,46098.0,1.0,21.749999999999993,3105.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,4.0,4.0,13.0,6.0,85.0,0.07296199379694054,46.0,7.0,2.0,2.0,17.0,1.0,0.0,0.0,0.0,4.0,1.9999999999999964,1.0,3.0,0.0,145.0,54603.0,1.0,4.960000000000001,3086.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,174.0,81.0,6.0,77.0,0.22372125105514912,368.0,6.0,2.8000000000000003,5.0,0.0,0.0,0.0,0.0,0.0,9.0,122.0,1.0,3.0,0.0,440.0,58710.0,5.0,84.57,3100.0,0.0,2.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,77.0,5.0,4.2,23.0,-0.4811801409899883,119.0,2.0,3.0,3.0,38.0,0.4,0.0,0.0,0.0,12.0,45.4,1.0,4.0,0.0,412.0,64795.0,6.0,98.02,3101.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.7999999999999999,1.0,0.9999999999999964,0.0,81.0,1.2953343499445777,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,153924.0,5.0,113.39,3105.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,93.0,77.0,1.0,23.0,0.8715785998133968,503.79999999999995,1.0,3.0,6.0,46.4,0.0,0.0,0.0,0.0,12.0,23.0,0.0,2.0,0.0,217.0,69755.0,9.0,55.582,3075.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.7999999999999999,114.0,45.0,1.4,82.0,0.37285067850516085,653.9999999999999,4.0,2.0,4.0,104.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,2.0,0.0,344.0,70792.0,7.0,27.75,3081.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,2.0,64.0,3.0,4.0,11.0,-1.5772406870023696,37.0,9.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,4.6000000000000005,1.9999999999999964,1.0,5.0,0.0,70.0,29435.0,4.0,48.16,3096.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,21.0,42.0,1.0,77.0,-1.2757221724859524,716.0,3.8,2.0,10.0,55.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,1285.0,93027.0,10.0,104.76,3071.0,0.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,23.0,0.0,1.0,56.0,-1.4794508985105586,11.0,6.0,2.0,1.0,2.0,0.8,0.0,0.0,0.0,3.0,8.0,0.39999999999999997,4.0,0.0,70.0,38823.0,5.0,46.34,3079.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,99.4,63.0,1.0,0.0,-0.18373620099406326,535.0,1.0,1.0,6.0,73.0,0.0,0.0,0.0,0.0,10.0,98.0,0.39999999999999997,3.0,0.0,450.0,81044.0,8.0,24.339999999999996,3077.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,199.0,0.0,7.0,92.0,-1.6750304754941805,76.0,8.0,3.0,3.4,26.6,0.0,0.0,0.0,0.0,9.0,9.0,1.0,4.0,0.0,856.0,52973.0,10.0,89.09,3086.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,4.199999999999996,2.0,2.0,71.0,1.079381900358495,15.0,6.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1.9999999999999964,0.0,4.0,0.0,13.0,26642.0,10.0,33.828,3097.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,2.0,0.0,2.4,55.0,0.9815921118666842,11.0,6.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,1.9999999999999964,1.0,3.0,0.0,23.0,48006.0,7.0,91.01,3095.0,0.0,2.0,1.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,32.0,3.0,7.0,94.0,-0.3304208837317797,90.0,8.0,1.0,1.0,12.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,2.6,0.0,73.0,35688.0,4.0,38.29,3103.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9999999999999964,1.4,87.0,0.45189742420270806,24.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,38.0,28440.0,10.0,17.1,3107.4,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,2.0,4.0,2.0,1.0,65.0,1.7231646745962506,11.0,6.0,3.0,0.0,5.399999999999999,0.0,0.0,0.0,0.0,2.0000000000000004,0.0,0.0,3.0,0.0,4.0,34824.0,10.0,108.8,3095.4,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,2.0,42.0,10.0,4.0,80.0,-0.9864273815310116,161.0,8.0,2.4,2.0,65.0,0.4,0.0,0.0,0.0,9.0,40.0,1.0,5.0,0.0,247.0,66565.0,10.0,38.42,3092.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,5.0,18.0,11.000000000000002,1.0,93.0,1.3971987129568808,25.0,3.0,0.0,1.0,29.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,30.0,45204.0,1.0,111.04999999999998,3118.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,93.0,80.0,2.0,93.0,-1.4101831316621924,240.0,5.6,1.0,4.0,52.0,0.4,0.0,0.0,0.0,7.2,107.0,0.0,3.4,1.0,877.2,71952.0,2.0,16.439999999999998,3102.4,0.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,8.399999999999999,1.0,37.0,-1.2797967470064446,5.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,2.8,0.0,33.0,54432.0,4.8,26.520000000000003,3080.0,0.0,4.0,1.8000000000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,11.0,46.0,2.0,32.0,-0.39153950153916156,92.0,5.0,1.0,2.0,30.0,0.2,0.0,0.0,0.0,7.0,61.0,0.8,4.0,0.0,135.0,50150.0,7.0,50.08,3100.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,11.0,31.6,2.0,32.0,0.29706359242400737,92.0,5.0,4.0,2.0,65.0,0.0,0.0,0.0,0.0,7.0,61.0,0.0,2.0,0.0,135.0,50150.0,6.4,106.29,3113.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,9.0,0.9999999999999964,2.4,82.0,-0.6889834415350866,16.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,71.0,39543.600000000006,8.0,1.5300000000000082,3101.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,20.0,0.0,1.0,32.2,0.680073597350267,19.0,7.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,40.0,49389.0,5.0,86.07,3081.0,0.19999999999999996,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,2.0,9.399999999999999,2.5999999999999943,1.0,12.0,-1.7728202639859916,9.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0000000000000004,1.0,0.0,3.0,0.0,39.0,31626.0,9.0,83.85,3108.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,15.0,3.0,1.0,52.0,0.5064967227773024,3.0,6.0,4.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,0.0,3.0,14918.0,10.0,111.74,3093.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,3.0,8.799999999999997,3.0,1.0,81.0,-0.39153950153916156,10.0,7.0,1.0,0.0,5.9999999999999964,1.0,0.0,0.0,0.0,2.6000000000000005,1.9999999999999964,0.0,5.0,0.0,3.0,34421.0,3.0,73.45,3104.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,20.0,7.0,1.0,67.0,-0.13076673222766563,13.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0000000000000004,1.9999999999999964,1.0,5.0,0.0,9.0,23529.000000000004,6.0,95.16,3095.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
